"DATA_YEAR","VICTIM_ID","CIRCUMSTANCES_ID","JUSTIFIABLE_FORCE_ID"
2017,105379854,1,
2017,106312008,9,
2017,103055001,6,
2017,100745954,1,
2017,99962365,10,
2017,99987538,1,
2017,100771010,1,
2017,99945186,4,
2017,101772656,1,
2017,101303056,1,
2017,101312112,6,
2017,104646561,9,
2017,104656281,1,
2017,103848151,10,
2017,103411074,1,
2017,104646717,9,
2017,104657777,1,
2017,103855220,1,
2017,103394055,1,
2017,104611348,1,
2017,104645844,9,
2017,107507338,9,
2017,103397531,1,
2017,105386849,10,
2017,106300634,9,
2017,101317404,1,
2017,101292797,6,
2017,101770412,1,
2017,101786892,1,
2017,105389539,9,
2017,101309543,1,
2017,103393986,1,
2017,101308196,1,
2017,102639725,10,
2017,102638977,1,
2017,102648997,9,
2017,101769668,1,
2017,101779312,1,
2017,103053699,10,
2017,103061937,6,
2017,100746177,1,
2017,100748826,8,
2017,99924642,1,
2017,99957279,9,
2017,99987145,9,
2017,100771582,10,
2017,103045967,9,
2017,99442860,6,
2017,98893934,9,
2017,106298454,9,
2017,103836175,1,
2017,106316051,2,
2017,106303651,1,
2017,106290097,1,
2017,106307836,10,
2017,106311915,1,
2017,101288475,1,
2017,105385727,10,
2017,106309017,9,
2017,102642030,9,
2017,103851521,6,
2017,102654055,1,
2017,102662809,10,
2017,102663827,9,
2017,102663820,9,
2017,98899653,10,
2017,103046735,9,
2017,101783746,6,
2017,106297287,9,
2017,106297287,1,
2017,103398704,6,
2017,103401019,9,
2017,103062390,1,
2017,103853015,1,
2017,103850586,9,
2017,105402799,10,
2017,107511742,10,
2017,106734854,1,
2017,100755094,6,
2017,99930322,1,
2017,99976770,1,
2017,99978600,1,
2017,101761271,1,
2017,101792373,2,
2017,101774953,9,
2017,101781536,9,
2017,101762351,1,
2017,101293045,6,
2017,101317272,9,
2017,101302675,9,
2017,104622280,10,
2017,103826940,10,
2017,104652614,9,
2017,103859181,1,
2017,103391161,1,
2017,103417286,9,
2017,104627555,1,
2017,103397782,1,
2017,103425252,1,
2017,103851331,1,
2017,104640566,1,
2017,104646099,1,
2017,104647989,6,
2017,104658562,10,
2017,103046074,6,
2017,111197834,10,
2017,106297573,10,
2017,101774994,9,
2017,101787072,10,
2017,101301780,1,
2017,101288584,1,
2017,101770308,10,
2017,101783540,9,
2017,101769964,1,
2017,101779313,1,
2017,103836756,9,
2017,103059991,6,
2017,99487033,1,
2017,103084107,1,
2017,99944759,1,
2017,99961216,9,
2017,100772955,1,
2017,100772957,1,
2017,99962379,1,
2017,99990551,1,
2017,99975761,10,
2017,103047529,1,
2017,105389969,6,
2017,105392827,6,
2017,105415658,10,
2017,105410386,9,
2017,105415901,1,
2017,106292103,1,
2017,106297273,1,
2017,99962690,1,
2017,102641274,1,
2017,102648365,1,
2017,102652826,1,
2017,102654310,9,
2017,102656017,1,
2017,102663315,1,
2017,102663410,1,
2017,102662430,6,
2017,103837470,1,
2017,103052498,6,
2017,105388305,1,
2017,106286796,6,
2017,105397202,9,
2017,107527978,1,
2017,106741942,1,
2017,103418173,9,
2017,103079072,9,
2017,106734659,10,
2017,100765461,9,
2017,100747476,6,
2017,99453434,1,
2017,99483582,10,
2017,100771007,1,
2017,101789374,1,
2017,101792758,1,
2017,101288613,10,
2017,101780189,9,
2017,101305880,9,
2017,101304693,1,
2017,106300825,1,
2017,104636015,1,
2017,104639977,10,
2017,104645323,1,
2017,104649009,10,
2017,103396005,1,
2017,104623210,6,
2017,103415247,6,
2017,104624085,9,
2017,103072155,10,
2017,103823464,1,
2017,103851495,1,
2017,104622151,6,
2017,103861287,1,
2017,103861287,6,
2017,103866945,1,
2017,103427430,9,
2017,105404017,1,
2017,107501549,1,
2017,107501549,9,
2017,106712063,1,
2017,101310045,1,
2017,106310040,9,
2017,101318489,9,
2017,103083316,1,
2017,105388459,6,
2017,105395895,1,
2017,101311147,1,
2017,101792188,1,
2017,101757132,10,
2017,101779662,10,
2017,99962105,1,
2017,103836766,9,
2017,103078315,6,
2017,103078315,1,
2017,103077877,9,
2017,103085278,1,
2017,100768620,1,
2017,99987156,9,
2017,99945217,1,
2017,99925754,6,
2017,106309069,9,
2017,107527936,1,
2017,106712345,1,
2017,105384490,1,
2017,101296408,9,
2017,101309409,10,
2017,105382856,1,
2017,105393788,9,
2017,106306814,6,
2017,106297572,9,
2017,102639180,1,
2017,102641831,9,
2017,102643444,1,
2017,102653178,1,
2017,102658406,9,
2017,102665403,10,
2017,98902766,10,
2017,103059899,1,
2017,103067477,9,
2017,103067477,1,
2017,103069568,1,
2017,101285751,10,
2017,101289298,6,
2017,103066737,9,
2017,106309025,6,
2017,106720070,9,
2017,103411840,1,
2017,103425166,1,
2017,103849818,10,
2017,103425067,1,
2017,103829781,1,
2017,103830952,1,
2017,103862705,9,
2017,106714893,1,
2017,103055215,1,
2017,100761323,1,
2017,99928362,1,
2017,99928362,9,
2017,100770152,1,
2017,100747667,6,
2017,100755924,1,
2017,100773083,1,
2017,103866868,1,
2017,101313807,9,
2017,101293900,1,
2017,104631043,6,
2017,103823380,9,
2017,104634078,6,
2017,103830212,9,
2017,104653680,1,
2017,103411490,10,
2017,103415744,1,
2017,104628446,6,
2017,104645831,9,
2017,103414360,9,
2017,103863410,9,
2017,103405555,6,
2017,104644153,1,
2017,104644380,9,
2017,104648629,1,
2017,103046100,2,
2017,107527915,10,
2017,107507366,9,
2017,107506909,1,
2017,106748709,9,
2017,101298466,2,
2017,101301860,9,
2017,101304684,6,
2017,101769699,10,
2017,102639101,6,
2017,102634785,9,
2017,103403482,9,
2017,102648852,1,
2017,102648955,9,
2017,101771441,9,
2017,101771441,1,
2017,103048554,6,
2017,103078340,9,
2017,99473115,1,
2017,100746125,1,
2017,100746223,9,
2017,99962877,10,
2017,106293436,10,
2017,106748510,1,
2017,107935843,10,
2017,106311946,1,
2017,106311946,9,
2017,101305850,1,
2017,105390383,9,
2017,106294085,6,
2017,106294085,1,
2017,105397811,1,
2017,102648535,6,
2017,102658092,1,
2017,102664633,10,
2017,101291039,9,
2017,104612356,1,
2017,104612356,6,
2017,103854040,6,
2017,103855436,10,
2017,106292127,1,
2017,106298108,1,
2017,105388590,10,
2017,106711931,1,
2017,103852994,1,
2017,106747242,9,
2017,105390611,6,
2017,106754236,1,
2017,103077960,1,
2017,99949414,1,
2017,101769277,10,
2017,101771833,9,
2017,101787063,1,
2017,101755459,1,
2017,101286128,1,
2017,107527970,10,
2017,101288541,2,
2017,101317086,1,
2017,104634069,6,
2017,104645105,1,
2017,104642579,1,
2017,103400684,10,
2017,103421379,10,
2017,103403135,1,
2017,104616552,3,
2017,104616552,1,
2017,103860329,1,
2017,103073154,1,
2017,104625067,1,
2017,104653629,1,
2017,103852428,10,
2017,107501250,6,
2017,105385932,10,
2017,107502398,10,
2017,105386816,10,
2017,105397723,9,
2017,106292275,1,
2017,101766346,1,
2017,102647015,1,
2017,101289096,10,
2017,101763382,1,
2017,101303229,6,
2017,101769459,10,
2017,101770184,6,
2017,101789377,1,
2017,102648957,9,
2017,99473910,9,
2017,99473792,3,
2017,99459112,1,
2017,100746131,1,
2017,100746179,1,
2017,100754358,1,
2017,99951061,1,
2017,99457512,1,
2017,100748151,6,
2017,100757112,1,
2017,100766628,1,
2017,107517266,1,
2017,106727317,1,
2017,106708650,1,
2017,105373440,6,
2017,105373440,1,
2017,106306087,1,
2017,106309253,6,
2017,101779449,1,
2017,106315761,10,
2017,106297203,10,
2017,106308342,9,
2017,106303291,1,
2017,102646417,1,
2017,102662799,1,
2017,103069006,10,
2017,101792072,10,
2017,103061529,10,
2017,105403067,1,
2017,106297269,1,
2017,106289981,10,
2017,106301324,6,
2017,106301324,1,
2017,111184971,8,
2017,103853084,9,
2017,107535198,9,
2017,106729276,3,
2017,106729276,1,
2017,106310325,9,
2017,105396642,1,
2017,103070343,6,
2017,100761017,10,
2017,103056152,6,
2017,99962161,10,
2017,100770469,1,
2017,99959254,1,
2017,100769708,10,
2017,100749741,6,
2017,99951344,6,
2017,99987531,1,
2017,101769272,10,
2017,101756134,9,
2017,101285288,1,
2017,101288539,2,
2017,101294434,10,
2017,106287173,10,
2017,106293583,9,
2017,103858590,3,
2017,103858590,1,
2017,103849283,1,
2017,103862706,9,
2017,103400478,9,
2017,103400478,1,
2017,104644965,1,
2017,104611661,9,
2017,104616935,1,
2017,103866942,6,
2017,103385178,6,
2017,103404546,1,
2017,103390348,1,
2017,103400674,10,
2017,103417892,10,
2017,103411085,1,
2017,103411886,1,
2017,103411704,1,
2017,103078764,2,
2017,101760982,1,
2017,101782690,9,
2017,101306997,1,
2017,102637456,1,
2017,101758810,1,
2017,102627580,1,
2017,99443662,6,
2017,99964900,2,
2017,100746135,1,
2017,100748157,6,
2017,99979662,6,
2017,99979662,1,
2017,100746011,6,
2017,100769265,10,
2017,100770732,1,
2017,100770732,6,
2017,100772970,1,
2017,100772970,6,
2017,99951069,6,
2017,99483713,10,
2017,105415904,10,
2017,106295176,1,
2017,101288643,6,
2017,101288643,1,
2017,101777697,2,
2017,105414550,2,
2017,105414547,2,
2017,105380214,1,
2017,106306759,9,
2017,100755817,9,
2017,99926427,1,
2017,102644197,1,
2017,102652820,1,
2017,102665116,9,
2017,102648761,6,
2017,102630308,1,
2017,103054419,8,
2017,98904386,10,
2017,106301350,1,
2017,106301350,6,
2017,106288660,6,
2017,103052836,6,
2017,103425443,1,
2017,103425058,1,
2017,106717154,1,
2017,105405434,9,
2017,105407330,1,
2017,103065283,6,
2017,103048156,1,
2017,103068475,10,
2017,101774957,9,
2017,103867057,2,
2017,101285080,6,
2017,101312792,10,
2017,104629050,9,
2017,103820878,1,
2017,103415691,1,
2017,103835318,6,
2017,104653187,1,
2017,103417532,1,
2017,103390008,1,
2017,103062372,6,
2017,104635487,1,
2017,104635487,6,
2017,104639695,1,
2017,103074827,1,
2017,103408550,1,
2017,104633952,9,
2017,104629184,10,
2017,104652436,10,
2017,103860703,9,
2017,103869055,2,
2017,107501551,9,
2017,107501551,1,
2017,106734645,1,
2017,105413587,9,
2017,106317618,1,
2017,107535704,2,
2017,101303282,1,
2017,101306039,10,
2017,101760922,6,
2017,103394000,1,
2017,102634020,10,
2017,102637354,1,
2017,103401598,1,
2017,103402908,1,
2017,101777639,1,
2017,101772531,1,
2017,103083242,9,
2017,99459105,1,
2017,99953389,10,
2017,103086134,1,
2017,99483903,2,
2017,99468901,10,
2017,100750384,10,
2017,106724263,9,
2017,106724263,1,
2017,106305996,1,
2017,101778522,1,
2017,105397815,1,
2017,99484152,1,
2017,102657583,10,
2017,102661851,9,
2017,102663027,1,
2017,102660227,6,
2017,103059158,1,
2017,98891547,1,
2017,101769137,10,
2017,101794484,10,
2017,102627135,1,
2017,102633577,9,
2017,103068225,10,
2017,98915786,10,
2017,105383262,1,
2017,106318585,9,
2017,106318650,9,
2017,106751109,6,
2017,106714881,10,
2017,103084108,6,
2017,103410485,1,
2017,103410485,6,
2017,103419998,10,
2017,105410322,9,
2017,103066218,9,
2017,100765467,1,
2017,103068236,1,
2017,103079905,1,
2017,99962401,10,
2017,100763429,1,
2017,101777355,1,
2017,101767986,9,
2017,101766716,1,
2017,101792334,1,
2017,101792331,1,
2017,101306124,6,
2017,101298311,1,
2017,101303335,8,
2017,103867092,1,
2017,106293585,9,
2017,103833246,6,
2017,103843183,1,
2017,103857804,1,
2017,104641583,6,
2017,104653230,1,
2017,104656296,8,
2017,103834760,6,
2017,104639174,1,
2017,103852267,1,
2017,103400667,10,
2017,103411275,10,
2017,103062557,9,
2017,103827081,9,
2017,103866287,6,
2017,103866287,1,
2017,106298248,1,
2017,101317542,1,
2017,101292981,1,
2017,103396216,1,
2017,102634765,9,
2017,101777657,1,
2017,101791914,1,
2017,99924311,1,
2017,103074096,1,
2017,103075115,9,
2017,100746221,9,
2017,100745977,10,
2017,99478024,10,
2017,100748156,6,
2017,100772089,10,
2017,99975782,1,
2017,99975782,6,
2017,99968011,10,
2017,107516354,10,
2017,105389887,1,
2017,105390388,9,
2017,105382682,10,
2017,100761300,10,
2017,102638046,10,
2017,102649474,10,
2017,102655461,10,
2017,102665394,9,
2017,101289107,10,
2017,103055342,4,
2017,99465757,1,
2017,98913211,9,
2017,106315985,1,
2017,106292755,1,
2017,107507418,10,
2017,106750735,6,
2017,106750735,1,
2017,103401033,1,
2017,103424327,8,
2017,103853086,9,
2017,105404217,9,
2017,106729887,8,
2017,106747614,9,
2017,105389912,1,
2017,106295748,10,
2017,106315833,1,
2017,100768568,6,
2017,100771644,1,
2017,99974139,1,
2017,99951867,1,
2017,100768605,1,
2017,101778659,1,
2017,101762355,6,
2017,101298930,9,
2017,101297760,6,
2017,101299019,1,
2017,105410630,1,
2017,107520880,9,
2017,105386834,10,
2017,105413410,6,
2017,106287394,6,
2017,101759035,10,
2017,101777959,1,
2017,101776947,9,
2017,100757857,1,
2017,104640433,1,
2017,104650692,6,
2017,103425441,10,
2017,103861808,9,
2017,103417867,6,
2017,103417297,1,
2017,103391091,10,
2017,103408987,10,
2017,103420013,10,
2017,104635702,1,
2017,103838454,1,
2017,103404600,10,
2017,104644379,9,
2017,101304975,1,
2017,105401428,1,
2017,105412003,1,
2017,106315935,1,
2017,100755384,1,
2017,100755384,9,
2017,102628122,9,
2017,102631183,10,
2017,102642144,1,
2017,103822164,1,
2017,102648357,1,
2017,102655767,10,
2017,102666793,1,
2017,102667109,1,
2017,101299434,9,
2017,103840756,1,
2017,101789356,1,
2017,103059458,1,
2017,106738563,2,
2017,103082441,9,
2017,103064165,2,
2017,103415708,1,
2017,103073797,9,
2017,103404272,1,
2017,103425487,1,
2017,106723195,1,
2017,106720952,1,
2017,105408383,10,
2017,106290146,10,
2017,106295798,1,
2017,100761139,1,
2017,99928580,6,
2017,100769287,1,
2017,100768512,9,
2017,99968986,1,
2017,103054205,1,
2017,101769276,10,
2017,101772086,9,
2017,103849916,1,
2017,101776924,10,
2017,101792232,10,
2017,101288543,2,
2017,101298305,1,
2017,107514519,6,
2017,106309501,9,
2017,106309019,1,
2017,101302445,8,
2017,102645182,9,
2017,105379302,1,
2017,101292331,1,
2017,101790738,9,
2017,102634702,9,
2017,101784159,9,
2017,103080957,1,
2017,99483725,1,
2017,100767504,1,
2017,99480321,1,
2017,99455841,1,
2017,99437833,10,
2017,103826821,1,
2017,104643787,10,
2017,104653817,1,
2017,104653817,6,
2017,104642971,1,
2017,104657775,1,
2017,103407049,10,
2017,104625275,1,
2017,104643628,1,
2017,104644449,1,
2017,103415165,10,
2017,103853114,6,
2017,104654106,9,
2017,103855472,1,
2017,106752560,2,
2017,106709680,10,
2017,106315235,9,
2017,105397052,9,
2017,106290214,1,
2017,99962168,9,
2017,102642121,1,
2017,102648331,1,
2017,102648335,1,
2017,102651616,6,
2017,102665372,1,
2017,102639759,1,
2017,102658432,1,
2017,103834098,1,
2017,106311928,1,
2017,107512300,9,
2017,107512736,9,
2017,106746584,1,
2017,103052739,1,
2017,105410589,9,
2017,106752276,1,
2017,105395501,10,
2017,106285406,10,
2017,103046351,1,
2017,103050544,6,
2017,100744345,10,
2017,100762221,10,
2017,103072900,9,
2017,100744850,6,
2017,100758175,12,1
2017,99460189,6,
2017,101778164,1,
2017,101770139,10,
2017,103867067,2,
2017,103389038,1,
2017,101778114,10,
2017,101288056,9,
2017,101777532,1,
2017,101770745,10,
2017,101297565,9,
2017,101303149,9,
2017,105411316,10,
2017,105397727,9,
2017,105419512,6,
2017,105376021,6,
2017,101302519,1,
2017,101291745,3,
2017,103395284,6,
2017,102638120,1,
2017,103398657,10,
2017,102634187,1,
2017,101757377,8,
2017,99928353,9,
2017,103083203,10,
2017,100748829,8,
2017,100748172,6,
2017,100773224,1,
2017,99458488,10,
2017,99947358,2,
2017,98891554,1,
2017,104617281,2,
2017,106295759,6,
2017,106296198,2,
2017,103410939,1,
2017,103837215,1,
2017,103841263,10,
2017,103408509,1,
2017,104642388,9,
2017,104614169,1,
2017,103844762,1,
2017,103849763,1,
2017,104631781,10,
2017,104637550,1,
2017,104643854,1,
2017,104645955,1,
2017,103851841,1,
2017,103048350,6,
2017,103053665,10,
2017,104629193,10,
2017,105394739,1,
2017,105410591,2,
2017,106724949,1,
2017,105389104,9,
2017,105401295,1,
2017,106309961,1,
2017,101303733,10,
2017,106313867,1,
2017,106318159,9,
2017,106314599,10,
2017,103064597,1,
2017,103066182,9,
2017,103841131,1,
2017,98902792,1,
2017,103059559,9,
2017,98895428,8,
2017,106750723,6,
2017,106750723,1,
2017,106720080,9,
2017,103418453,1,
2017,103850590,9,
2017,106726855,17,
2017,106752480,1,
2017,106746217,10,
2017,106720715,10,
2017,105385953,8,
2017,106285747,1,
2017,106309071,9,
2017,105395034,6,
2017,99985706,10,
2017,101770607,1,
2017,101306144,9,
2017,101763571,1,
2017,101314839,6,
2017,101314839,1,
2017,101288542,2,
2017,101297897,9,
2017,105384894,1,
2017,105419505,9,
2017,105395540,6,
2017,101303292,1,
2017,105384050,1,
2017,101770474,1,
2017,101787826,10,
2017,101792539,1,
2017,102634147,1,
2017,102646991,9,
2017,101777640,1,
2017,100744919,1,
2017,99965902,1,
2017,100773232,1,
2017,100770955,10,
2017,100766406,6,
2017,104629382,10,
2017,106301679,1,
2017,104631746,1,
2017,104611882,1,
2017,103822125,1,
2017,103822125,6,
2017,103401787,1,
2017,103401787,3,
2017,103426128,1,
2017,103844640,1,
2017,103852920,1,
2017,106743094,9,
2017,103406873,1,
2017,103830999,9,
2017,104628686,10,
2017,104653979,2,
2017,107529517,9,
2017,101770988,6,
2017,105417948,1,
2017,105390514,1,
2017,100755814,9,
2017,100757175,6,
2017,100757175,1,
2017,100761272,10,
2017,99929846,10,
2017,102649565,1,
2017,102650661,1,
2017,102653674,6,
2017,103071893,9,
2017,101288807,1,
2017,98891587,6,
2017,103826084,1,
2017,99987792,1,
2017,103057117,6,
2017,101787544,6,
2017,103064779,1,
2017,106288918,1,
2017,105404194,6,
2017,106750714,1,
2017,106750714,6,
2017,106740469,1,
2017,103391028,6,
2017,104621303,9,
2017,103850160,9,
2017,105408099,9,
2017,106734829,1,
2017,105375632,1,
2017,106708789,1,
2017,105414533,1,
2017,103047490,1,
2017,103085128,1,
2017,100764834,6,
2017,100771835,1,
2017,100747672,1,
2017,99461865,1,
2017,101783880,9,
2017,101781473,6,
2017,101769263,10,
2017,103858625,1,
2017,101777047,10,
2017,101777933,1,
2017,101783881,1,
2017,101784867,10,
2017,101304698,1,
2017,102662693,1,
2017,107503102,3,
2017,106298709,1,
2017,101298470,2,
2017,101792343,1,
2017,101305972,9,
2017,102630729,1,
2017,101784256,9,
2017,101786886,9,
2017,103845192,6,
2017,103057688,1,
2017,99456081,1,
2017,99951346,6,
2017,100767537,1,
2017,100743862,6,
2017,99925161,1,
2017,100744867,1,
2017,98902762,10,
2017,98902778,10,
2017,104621354,6,
2017,106285481,10,
2017,103858587,1,
2017,103858587,3,
2017,104656260,1,
2017,103843159,2,
2017,103849322,9,
2017,103851291,1,
2017,103857150,6,
2017,103857150,1,
2017,104622195,6,
2017,103391083,1,
2017,103413429,4,
2017,103079991,10,
2017,103049983,1,
2017,103832825,1,
2017,103404178,6,
2017,104623147,10,
2017,104625677,1,
2017,104631041,10,
2017,104655106,1,
2017,106712748,2,
2017,106714907,9,
2017,106734748,9,
2017,106314522,9,
2017,106300667,1,
2017,101296403,9,
2017,105397024,9,
2017,106294081,6,
2017,106294081,1,
2017,106303283,1,
2017,100755735,1,
2017,99956834,1,
2017,102633273,10,
2017,102641825,9,
2017,103822253,1,
2017,103849761,1,
2017,103868905,1,
2017,102648320,1,
2017,103053992,1,
2017,103056505,1,
2017,98903040,1,
2017,105415878,1,
2017,106295724,1,
2017,107935844,10,
2017,106284348,10,
2017,106715721,6,
2017,106728649,1,
2017,103082254,9,
2017,103077644,9,
2017,103830447,9,
2017,103846588,1,
2017,103846588,6,
2017,106734839,1,
2017,106725221,1,
2017,105415106,1,
2017,106297597,10,
2017,107942408,9,
2017,103084116,1,
2017,103052349,1,
2017,100762347,6,
2017,103067539,9,
2017,103067539,1,
2017,103069365,1,
2017,103085266,1,
2017,100745962,1,
2017,100766309,6,
2017,99989671,1,
2017,100760742,1,
2017,100771395,10,
2017,100757665,1,
2017,99473017,1,
2017,101780654,6,
2017,101774970,10,
2017,101770480,9,
2017,105383295,2,
2017,105397739,10,
2017,105396556,1,
2017,105407905,6,
2017,106305506,1,
2017,106305506,6,
2017,101297420,9,
2017,101305129,1,
2017,101295885,6,
2017,103389026,1,
2017,102634050,1,
2017,101793973,1,
2017,102646973,10,
2017,101787024,1,
2017,101777635,1,
2017,103840291,1,
2017,103084121,1,
2017,99476996,6,
2017,100746009,10,
2017,100752077,1,
2017,100748162,6,
2017,100768937,1,
2017,100771390,10,
2017,104625085,10,
2017,104624521,1,
2017,103834346,1,
2017,104614521,9,
2017,104616771,1,
2017,104649573,8,
2017,103421480,6,
2017,104616256,10,
2017,104643081,1,
2017,103858559,6,
2017,103050232,8,
2017,103390372,1,
2017,103425346,1,
2017,103853014,1,
2017,104614044,1,
2017,104648362,1,
2017,106756295,17,
2017,106708200,1,
2017,106734855,1,
2017,106729333,1,
2017,106729333,9,
2017,101309997,1,
2017,105390215,10,
2017,106311877,6,
2017,106311877,1,
2017,99456077,1,
2017,100755860,1,
2017,99959295,1,
2017,102648342,1,
2017,102652815,1,
2017,102660335,1,
2017,103063468,1,
2017,103077293,10,
2017,106312308,1,
2017,105386493,10,
2017,103056068,10,
2017,103078514,9,
2017,105396672,1,
2017,105373066,6,
2017,106292101,10,
2017,105386829,10,
2017,103068234,1,
2017,100766591,1,
2017,99987519,1,
2017,99990530,1,
2017,103073876,1,
2017,103073876,9,
2017,100747665,6,
2017,103081203,1,
2017,101792223,1,
2017,101767621,10,
2017,103858990,9,
2017,101776914,10,
2017,101755889,10,
2017,101304040,3,
2017,106311489,10,
2017,101306045,10,
2017,101303168,1,
2017,101311129,1,
2017,101311740,6,
2017,101773729,10,
2017,102647716,1,
2017,101758880,1,
2017,101789463,10,
2017,103078361,6,
2017,103078361,1,
2017,99452164,1,
2017,100767400,10,
2017,100773848,9,
2017,99987288,10,
2017,100771284,10,
2017,98903048,1,
2017,103415665,1,
2017,103853083,1,
2017,103390330,1,
2017,103404543,1,
2017,104647670,9,
2017,104614555,9,
2017,104649811,12,2
2017,103829518,10,
2017,107533196,1,
2017,106712235,1,
2017,107529451,9,
2017,106306614,9,
2017,106308274,9,
2017,105415669,10,
2017,101306487,3,
2017,105378053,6,
2017,102630515,9,
2017,102633980,1,
2017,102654200,1,
2017,102657857,6,
2017,102658398,10,
2017,102658418,3,
2017,102665359,1,
2017,102664412,6,
2017,103856982,2,
2017,103054275,10,
2017,106302140,1,
2017,106740213,1,
2017,103390546,2,
2017,103413117,9,
2017,103850579,9,
2017,105391060,1,
2017,106296889,10,
2017,106316743,9,
2017,106316743,1,
2017,106297913,6,
2017,103390553,1,
2017,100765455,9,
2017,100765455,1,
2017,103080996,1,
2017,100767430,1,
2017,99948722,1,
2017,99957114,1,
2017,99928772,8,
2017,100768252,1,
2017,103062559,6,
2017,99477968,10,
2017,99985700,1,
2017,99438030,1,
2017,101773832,10,
2017,101793534,2,
2017,105396603,1,
2017,105373332,6,
2017,106296636,10,
2017,101299556,1,
2017,102646495,1,
2017,105372402,9,
2017,101309171,1,
2017,101306426,9,
2017,101308747,8,
2017,101289051,10,
2017,102637895,9,
2017,102637895,1,
2017,102648979,9,
2017,103056014,9,
2017,100771401,9,
2017,99987280,10,
2017,99460073,10,
2017,98902782,10,
2017,104618252,1,
2017,106296638,1,
2017,103858585,1,
2017,103858585,3,
2017,104619739,6,
2017,104643402,6,
2017,103851205,1,
2017,103849843,9,
2017,103411271,10,
2017,103084023,9,
2017,103086365,1,
2017,104646341,9,
2017,103059145,9,
2017,103078372,1,
2017,103830994,9,
2017,103866932,1,
2017,103829540,10,
2017,104644134,1,
2017,105382701,1,
2017,107513863,10,
2017,106710803,1,
2017,106752916,10,
2017,105396847,1,
2017,105378418,1,
2017,106309307,6,
2017,107521249,6,
2017,101760775,1,
2017,105395504,10,
